,CSC12,CSC14,CSC6,CSC8,Noncertified1,Noncertified11,Noncertified2,Noncertified5,Noncertified7,Noncertified9,PSC13,PSC15,PSC4,TCSC10
D-8,60.6757731307204,62.62879481984153,50.64463803067376,82.02394147999483,32.50687331004126,93.92461552649857,51.24515227863346,90.17714788027544,110.4276763266492,69.97251801189836,103.6302770816134,62.62504931546837,49.42260245820565,29.56638256630324
D-9,56.32243959436856,64.42947993235343,51.84539518444092,77.67063232431303,34.05061566399414,95.12537268026573,45.98547610568912,91.37790503404261,106.0743671709674,71.17327516566552,104.8310342353806,63.82580646923553,51.20325871979296,26.98876398557532
E-1,50.72990660839267,38.87363135809573,26.28956286396317,72.0780749576671,14.10157734213124,69.569524106008,67.45074377466675,65.82206458667487,100.4818098043214,45.61742659140781,79.27518222282276,49.98131130608554,31.25422039793006,32.91734696818295
E-10,57.11102322347702,71.31446959734976,58.73038484943725,77.32845498152858,40.93560532899046,102.0103623452621,44.02291662721014,98.26289469903892,106.8629508000759,78.05826483066184,111.7160239003769,70.60996605610686,58.08824838478928,27.77734761468378
E-11,49.13774877999094,72.22537528987311,59.30561262318153,69.1063561993277,41.51085896102081,104.2372944295817,35.80053577889587,100.4898267833586,98.88965197591968,80.28517795223733,113.9429559846966,71.18519382985113,58.66350201681963,19.80404879052767
E-12,48.98390130442983,75.74311773985433,62.82335507316276,64.45904730405884,45.02860141100203,107.7550368795629,30.47643249123991,104.0075692333398,98.73580450035857,83.80292040221855,110.2502873557734,68.21615134563356,62.18124446680085,19.65020131496657
E-13,51.85441145110909,78.6136278865336,65.69386521984202,63.60173223462529,47.8991115576813,110.6255470262422,26.88452364410917,106.8780793800191,101.6063146470379,86.67343054889783,113.1207975024527,71.08666149231283,65.05175461348013,22.52071146164582
E-14,55.50490265618077,82.26411909160527,69.3443564249137,60.93870994436126,51.54960276275296,114.2760382313139,24.94686071731913,110.5285705850907,90.90259211931476,90.32392175396949,116.7712887075243,74.73715269738449,68.70224581855179,26.17120266671749
E-2,51.41519009563746,43.83564449510939,31.25157600097684,72.76338485730443,14.7191677826438,74.53153724302169,68.07555338256796,70.78407772368855,101.1671197039588,50.57943972842148,84.23719535983645,54.94332444309923,31.87205497906762,33.54215657608415
E-3,48.28847750059752,44.66520909634318,33.39684556444573,69.63667023054198,13.95038759170964,76.67680680649057,61.4112725711724,72.92934728715746,98.04040507719628,52.72470929189037,86.38246711131424,52.82002928049489,31.10303064750846,26.8778757646886
E-4,52.14947066215662,48.53423940191206,37.26587587001462,73.49766339210109,17.81941789727852,80.54583711205947,60.72115025950524,76.79837759272634,101.9013982387554,56.59373959745927,90.25149741688315,53.43270344711697,34.97206095307735,26.18775345302145
E-5,49.27205965762775,49.17595517228217,37.90789681616597,70.62025441929471,18.46143884342987,81.18786618510083,57.50924883029847,77.4403985388777,99.02398926594903,57.23576867050063,90.89353586710565,51.08833881938564,35.61408189922869,22.97585202381467
E-6,53.69355668932044,54.16843413613704,42.90037578002084,75.04172503859488,23.45391780728474,86.18035327584568,53.33003587104503,82.43288562962256,103.4454598852492,62.22825576124547,95.88601483096052,55.61772895901261,40.60656086308357,22.58416612490329
