Hex,CSC12,CSC14,CSC6,CSC8,Noncertified1,Noncertified11,Noncertified16,Noncertified2,Noncertified5,Noncertified7,Noncertified9,PSC13,PSC15,PSC4,TCSC10
D-6,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D-7,0.0,0.0,0.0,0.0,0.32,0.56,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.08,0.0
D-8,0.0,0.0,0.0,0.0,0.08823529411764706,0.5882352941176471,0.029411764705882353,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.2647058823529412,0.0
D-9,0.0,0.0,0.0,0.0,0.047619047619047616,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.0
E-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
E-10,0.0,0.0,0.0,0.0,0.024390243902439025,0.8780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0975609756097561,0.0
E-11,0.0,0.0,0.0,0.0,0.0,0.8378378378378378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16216216216216217,0.0
E-12,0.0,0.0,0.0,0.0,0.004784688995215311,0.861244019138756,0.009569377990430622,0.009569377990430622,0.0,0.0,0.0,0.0,0.0,0.11483253588516747,0.0
E-13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
E-2,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
E-3,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-4,0.0,0.0,0.0,0.0,0.6875,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0
E-5,0.0,0.0,0.0,0.0,0.7272727272727273,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0
E-6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E-7,0.0,0.0,0.0,0.0,0.15789473684210525,0.6842105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0
E-8,0.0,0.0,0.0,0.0,0.15789473684210525,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0
E-9,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0
F-10,0.0,0.0,0.0,0.0,0.008547008547008548,0.8547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13675213675213677,0.0
F-11,0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.0
F-12,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
F-13,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0
